bin,sp,bin2,h,pa,pe,bw1,bw2,n1,n2,m,sd,n,ald,temp_ym_hab,hab_lat,opt_ym_temp,delta_temp,delta_pe
116,G. glutinata,108,0.0876693812137251,0.0568575053856654,14.1333733025216,0.109687588565153,0.108437820196684,28,30,15.7558817011969,6.42978382855152,28,78.62,surfsub,gl,13.0891487378845,0.12963811556790006,-3.8037353781734
116,G. conglobatus,108,0.14981557929335,0.110437057670892,20.878277069681,0.058500045362338,0.10628958168989,12,9,22.1830525398254,5.24151065278041,12,40,surf,ll,24.3209759802792,-0.1810866307945993,-0.41269461897050164
116,G. ruber,108,0.107366843948953,0.060462458662811,18.1911445962885,0.104053136166861,0.121074950623945,23,23,19.1392892339955,6.14832449159747,23,40,surf,ll_ml,18.7739399388116,-0.03131469285645139,-2.2529553382942993
116,G. inflata,108,0.0403168236780968,0.0623034530227925,11.9709619225828,0.0943312279679779,0.0842509700974602,27,25,13.9520434980039,5.78628847497607,27,104.35,surfsub,gl,13.0891487378845,0.12963811556790006,-1.442791469506501
116,G. rubescens,108,0.0371893087805024,0.0630595254322404,19.2025148158725,0.133147746556337,0.109375046877797,13,11,19.4274931687575,5.80718350723677,13,107.41,surfsub,ll,22.7426613895587,-0.08916831016540172,0.6598113855603991
116,G. tenella,108,0.0668493447537376,0.0617320544227554,21.4641587405034,0.128887086972848,0.125637120747957,14,11,20.9432320594788,6.08138839327075,14,40,surf,ll,24.3209759802792,-0.1810866307945993,-0.7356091480402007
116,G. hirsuta,108,0.0830730733395111,0.0886637067768761,13.139561384689,0.0943889420178634,0.0803938872501514,11,10,15.0460450432517,4.02130991695203,11,167.24,sub,ml,11.4376937270164,0.18104053972099976,-0.39656927111359863
116,G. scitula,108,0.0900236566293147,0.0769181323910602,13.9124736924247,0.107444662802681,0.0905977585751246,23,21,14.622070706409,4.19308940887024,23,224.28,sub,ml,11.4376937270164,0.18104053972099976,-2.5787967595548995
116,G. menardii,108,0.175669482876529,0.112437283838539,21.9569862341152,0.0694162531907201,0.124398992159867,12,9,23.801510651906302,3.57063191909567,12,50,surf,ll,24.3209759802792,-0.1810866307945993,-0.2846229109739973
116,N. dutertrei,108,0.0985653878703996,0.0618714462694071,18.3502446846595,0.104621791998565,0.146301845449139,19,15,19.4341259504619,6.01831835493842,19,62.69,surf,ll_ml,18.7739399388116,-0.03131469285645139,-2.1702934286029993
116,N. incompta,108,0.108840644551527,0.0537676655879444,12.8441564233761,0.124058342130984,0.0939102633088296,25,31,13.8737137699127,6.88651900150038,25,80.93,surfsub,ml_hl,7.00986786731102,0.29094270911703024,-4.63755449642122
116,N. pachyderma,108,0.0766803530435529,0.054205154294912,12.4752133923268,0.110071994531722,0.0936612178370583,31,35,12.3438349009281,7.35343142879933,31,113.35,surfsub,hl_ml,7.00986786731102,0.29094270911703024,-5.34968966812319
116,O. universa,108,0.0847948429519158,0.0566966891534053,16.8937015156373,0.103751309683446,0.140561663436303,23,20,16.8955961724986,6.22962531126656,23,79,surfsub,ml_ll,17.5430983568983,0.022173025871499163,-7.656443959200329
116,P. obliquiloculata,108,0.17971667146241,0.101328046883248,21.0760826623789,0.0540386337754558,0.147067430222893,11,9,21.1777035106312,6.1799334807384,11,44.51,surf,ll,24.3209759802792,-0.1810866307945993,0.9596833207414974
116,T. sacculifer,108,0.0813820043738218,0.0934923146080807,20.9443803659717,0.0797800412127748,0.0810862951863923,14,14,22.8435310636248,4.09138573220099,14,60.71,surf,ll,24.3209759802792,-0.1810866307945993,-0.3736067730518009
116,T. trilobus,108,0.0928925099837357,0.109851083744486,20.415388754415,0.0652323428322731,0.0477739617843068,8,7,22.1246395111084,3.50728548198736,8,60.7,surf,ll,24.3209759802792,-0.1810866307945993,0.3657389475193966
116,G. crassaformis,108,0.0970664067572819,0.0667111259493175,18.6386511911796,0.08421546000223,0.136927803541615,13,12,18.1186633476844,6.47373797046968,13,48.33,surf,ll_ml,18.7739399388116,-0.03131469285645139,-5.720603670316901
116,G. truncatulinoides,108,0.0672769834751249,0.0605816559123995,11.0635947089805,0.0890942235795346,0.100156251884735,23,22,15.3531981343808,6.19637899806986,23,96.36,surfsub,ml,12.3435353242379,0.13351436190840005,-1.7637868508148387
116,T. quinqueloba,108,0.0834531830924371,0.0690125751673518,10.6766584001036,0.0851029213376013,0.0909916357226527,30,33,10.1007119894028,4.93219601722075,30,143.9,surfsub,hl_ml,7.00986786731102,0.29094270911703024,-3.39935977914297
12,B. digitata,4,0.0853918992075245,0.0931991791191874,15.862461696248,0.0793895042059485,0.0409271558540968,57,715,16.63810184713,3.80688556252026,57,200,sub,ll,18.516010759929,-1.1163616886351981,0.6040147064666019
12,G. bulloides,4,0.0498996489435664,0.0495927235289065,21.197717451065,0.0781680582638709,0.0389796822656968,142,1213,14.8025410236257,7.96001666223922,142,102.35,surfsub,gl,12.5164215802999,-1.1469374998275992,-12.5559090722085
12,G. falconensis,4,0.111794532940804,0.0543280408632834,21.7808399454683,0.0829257019134729,0.0537473734715298,100,856,16.1206148648262,7.56389886266914,100,92.92,surfsub,ml_ll,16.77433847058715,-1.3542649773969089,-3.6549224247306
12,G. calida,4,0.103022852237432,0.0770561253071989,24.2269326031296,0.0714686695047243,0.0364799558730124,78,851,19.2747290574587,6.412786382481,78,73.33,surf,ll_ml,17.9518715537617,-1.4383808186431963,-1.9855586901459006
12,G. siphonifera,4,0.121077565017881,0.0974866973445843,21.0675000874439,0.0479186658627478,0.0365986366789372,92,1004,19.4693120832029,5.59422041465285,92,83.78,surfsub,ll_ml,16.77433847058715,-1.3542649773969089,0.5813004669400996
12,G. glutinata,4,0.0725206093436006,0.0513525538472589,21.197717451065,0.0720714482268267,0.0411625094488883,143,1205,15.3438459550862,7.90147906243377,143,78.62,surfsub,gl,12.5164215802999,-1.1469374998275992,-4.2966972833770996
12,G. conglobatus,4,0.173369933177326,0.146288742688618,26.2640166440679,0.0548984277394951,0.0398668474822441,42,706,23.2770889562274,5.16884435134406,42,40,surf,ll,23.3997779904797,-1.074627046478497,-0.8814933496702011
12,G. ruber,4,0.112428112849849,0.0643432499952818,25.5616326353043,0.0750662338814072,0.0430781281913889,104,1027,19.7424154784435,7.13240920956415,104,40,surf,ll_ml,17.9518715537617,-1.4383808186431963,-3.1489115036900976
12,G. inflata,4,0.0681395574102809,0.0530755110503064,7.31067939230754,0.0735979443668467,0.0446184064036644,104,822,13.9374711560897,7.03318448237021,104,104.35,surfsub,gl,12.5164215802999,-1.1469374998275992,4.136430174952361
12,G. rubescens,4,0.0733222599794109,0.0947458646949849,21.0675000874439,0.0490149839690519,0.0454921484379023,66,631,20.4045619979049,4.44080703434165,66,107.41,surfsub,ll,21.8938225114812,-1.0397992373845,0.3392548461693998
12,G. tenella,4,0.110808635014172,0.0845809868447597,25.3597408578882,0.0750848573113566,0.0432508990715558,67,644,22.2150270817885,4.91755535877304,67,40,surf,ll,23.3997779904797,-1.074627046478497,-1.290815499948902
12,G. hirsuta,4,0.120349760008576,0.0757799938231208,10.5950320515817,0.0797917929831109,0.0585542544405127,63,508,13.9964002124847,4.89061198027161,63,167.24,sub,ml,10.8425949662667,-1.6167507197579507,2.9993256834153
12,G. scitula,4,0.0372011909983017,0.062704755487175,15.3686176785053,0.0877515356218569,0.0436308078445458,100,707,14.9905573049784,5.09880367766884,100,224.28,sub,ml,10.8425949662667,-1.6167507197579507,0.10275301447989982
12,G. menardii,4,0.155038051701612,0.160533663913285,25.6769351470403,0.0601036329560848,0.03904909395427,62,756,24.1995227926521,3.99405819973441,62,50,surf,ll,23.3997779904797,-1.074627046478497,-0.15148611708579907
12,N. dutertrei,4,0.0390647562082649,0.0744822663913464,25.5328097718145,0.0756610678141272,0.044591405714489,97,1013,20.2361491534308,7.20601551607132,97,62.69,surf,ll_ml,17.9518715537617,-1.4383808186431963,-0.5314050828340982
12,N. incompta,4,0.0457676520226127,0.051607078564938,5.80721334737273,0.0714564304531764,0.0411853865744573,127,1045,13.0092101429704,7.87624476954933,127,80.93,surfsub,ml_hl,6.58744346631236,-1.3499688505084846,-1.9658530955703997
12,N. pachyderma,4,0.135393790133579,0.0499790972923603,5.96164027022457,0.0719667639154126,0.0329297370027867,134,645,13.0140166582975,7.9627771660284,134,113.35,surfsub,hl_ml,6.58744346631236,-1.3499688505084846,-2.12028001842224
12,O. universa,4,0.113912082346847,0.0828504423699712,21.0675000874439,0.0555480004639683,0.0458342148858085,97,955,17.2400782034569,6.90591981407073,97,79,surfsub,ml_ll,16.77433847058715,-1.3542649773969089,0.1571419833095007
12,P. obliquiloculata,4,0.142719459047748,0.157674653063337,25.8215762807691,0.0580709955169486,0.0391890199532838,60,729,23.7511872821384,4.8579916444186,60,44.51,surf,ll,23.3997779904797,-1.074627046478497,-0.10479077495029898
12,T. sacculifer,4,0.10095026381068,0.0934433330262843,25.8215762807691,0.0672993145569729,0.0390463386675093,84,944,22.2450187885572,5.4210025444535,84,60.71,surf,ll,23.3997779904797,-1.074627046478497,-1.2544843599301991
12,T. trilobus,4,0.235544823456719,0.0873398778653007,18.1947561212448,0.0671740449266532,0.0413811077987847,18,798,20.9554700533549,4.98885137699416,18,60.7,surf,ll,23.3997779904797,-1.074627046478497,0.639335540730098
12,G. crassaformis,4,0.113763410935501,0.0972643527352593,20.9692815528238,0.059798680972308,0.0493309771009984,62,541,18.5249848288874,6.00460866820035,62,48.33,surf,ll_ml,17.9518715537617,-1.4383808186431963,-1.4556395086781002
12,G. truncatulinoides,4,0.0533563229089261,0.0539651073196568,21.0348133751428,0.0905466894023592,0.0546892126758753,84,755,16.5865264177322,6.80580086664869,84,96.36,surfsub,ml,11.6548544296931,-1.6687307174093196,-10.8846538658834
12,T. quinqueloba,4,0.0713643166335602,0.0730422916543541,6.49104519659197,0.082859286320076,0.0374386901473082,96,641,10.3317233812064,5.05847394141824,96,143.9,surfsub,hl_ml,6.58744346631236,-1.3499688505084846,-2.72782903086791
124,B. digitata,116,0.0561240185314198,0.073911271347089,14.3918838845696,0.125730663933707,0.106607742356792,12,13,15.8898262182871,4.21809805401615,12,200,sub,ll,19.2904377103518,-1.091226332680499,4.081491061808899
124,G. bulloides,116,0.0994739937447372,0.0566120542835463,10.9958842378415,0.105871386276502,0.102302210461187,35,30,13.9804355689457,6.80942727441388,35,102.35,surfsub,gl,13.2187868534524,-0.9548724151800005,1.5070808624796008
124,G. falconensis,116,0.141464465861215,0.0619923469543289,19.9939135158594,0.0701533485504721,0.12860190385061,21,18,15.8219688279288,5.86500265760212,21,92.92,surfsub,ml_ll,17.5652713827698,-1.110339840786601,-2.875062482774201
124,G. calida,116,0.137321020139329,0.055106075061976303,11.935572946476,0.11288879501419,0.112658106762702,15,14,16.310115591685,6.52097226383749,15,73.33,surf,ll_ml,18.74262524595515,-1.0760820615977487,5.576551735019901
124,G. siphonifera,116,0.164779982385543,0.0560554990339535,10.0673298619834,0.0996267881163024,0.102455362940557,25,21,15.2488236236572,6.93152216993582,25,83.78,surfsub,ll_ml,17.5652713827698,-1.110339840786601,7.829098191405301
124,G. glutinata,116,0.108116286324092,0.0543694989926676,10.3296379243482,0.109984389912126,0.109687588565153,35,28,13.6795291764396,7.04630163254154,35,78.62,surfsub,gl,13.2187868534524,-0.9548724151800005,4.063340703418401
124,G. conglobatus,116,0.242183683210349,0.0584011628874264,20.4655824507105,0.148660984215175,0.058500045362338,12,12,20.6825139522552,6.06414319144503,12,40,surf,ll,24.1398893494846,-0.8916525241383013,4.165309014837099
124,G. ruber,116,0.0650270191701573,0.0563579376694121,15.9381892579942,0.106487850375567,0.104053136166861,24,23,18.1616543928782,6.47576422836009,24,40,surf,ll_ml,18.74262524595515,-1.0760820615977487,-3.0244929917567998
124,G. inflata,116,0.0598050832547923,0.0691201783715067,10.5281704530763,0.0797484086775756,0.0943312279679779,28,27,13.0068533079965,5.38523959396398,28,104.35,surfsub,gl,13.2187868534524,-0.9548724151800005,0.13922425342080125
124,G. rubescens,116,0.12715082401129,0.0919845633215085,19.8623262014329,0.0668853652726481,0.133147746556337,13,13,19.3594774833092,5.55360257987844,13,107.41,surfsub,ll,22.6534930793933,-0.96971031540600094,-0.4685937981167001
124,G. tenella,116,0.0839026791839961,0.0598791598115613,20.7285495924632,0.090987192966756,0.128887086972848,14,14,19.3669224466596,6.42415536774825,14,40,surf,ll,24.1398893494846,-0.8916525241383013,0.8730930152290988
124,G. hirsuta,116,0.0235524618947964,0.0859699053382597,12.7429921135754,0.0941224628356197,0.0943889420178634,12,11,14.6962438424428,3.84392212676178,12,167.24,sub,ml,11.6187342667374,-1.2121217388787997,2.4892838144441995
124,G. scitula,116,0.102525495355716,0.0762044542654747,11.3336769328698,0.0948463370318186,0.107444662802681,30,23,13.3134850343068,4.7645303885777,30,224.28,sub,ml,11.6187342667374,-1.2121217388787997,0.3445038817822006
124,G. menardii,116,0.0923591429983674,0.139976454816703,21.6723633231412,0.0609001811245682,0.0694162531907201,12,12,23.7002280553182,3.33554365372626,12,50,surf,ll,24.1398893494846,-0.8916525241383013,-0.7710784054232
124,N. dutertrei,116,0.0767390691989813,0.0549091785767706,16.1799512560565,0.105379761917365,0.104621791998565,21,19,18.2386505944388,6.53161342372643,21,62.69,surf,ll_ml,18.74262524595515,-1.0760820615977487,3.1508224161433986
124,N. incompta,116,0.0989506420512683,0.0532601352142525,8.20660192695488,0.10292113501946,0.124058342130984,34,25,11.4285451033536,6.63941326537101,34,80.93,surfsub,ml_hl,7.30081057642805,-0.9931164066246296,1.3040288351247398
124,N. pachyderma,116,0.0856166412696231,0.0563303489388316,7.12552372420361,0.0980982308608949,0.110071994531722,38,31,10.719480879997,7.21422815699511,38,113.35,surfsub,hl_ml,7.30081057642805,-0.9931164066246296,1.7096238002191502
124,O. universa,116,0.16094731078975,0.060431755320643,9.23725755643697,0.0949044679191366,0.103751309683446,27,23,13.9713236579189,7.13707375591458,27,79,surfsub,ml_ll,17.5652713827698,-1.110339840786601,8.32338212865873
124,P. obliquiloculata,116,0.133075932404377,0.088881658088613,22.0357659831204,0.0674975763850434,0.0540386337754558,10,11,21.664879322052,6.91482875747756,10,44.51,surf,ll,24.1398893494846,-0.8916525241383013,4.164404871934302
124,T. sacculifer,116,0.231927028700655,0.0662161524854684,20.5707735929199,0.117510503629815,0.0797800412127748,16,14,20.905267834663402,5.59949662009512,16,60.71,surf,ll,24.1398893494846,-0.8916525241383013,-0.012861516256297278
124,T. trilobus,116,0.196743982348311,0.102565354207771,20.7811277019344,0.0583600960491618,0.0652323428322731,9,8,20.6216749615139,4.57227924878586,9,60.7,surf,ll,24.1398893494846,-0.8916525241383013,-0.6653694077581989
124,G. crassaformis,116,0.0906479355193689,0.0554119584372929,12.9180475208627,0.115225759698767,0.08421546000223,16,13,17.1391522288322,6.57463207398147,16,48.33,surf,ll_ml,18.74262524595515,-1.0760820615977487,6.901345341534
124,G. truncatulinoides,116,0.107073153811894,0.0844207483059444,9.29980785816566,0.0593614626750092,0.0890942235795346,23,23,15.0291496981745,6.16285973679405,23,96.36,surfsub,ml,12.4770496861463,-1.2509693661671992,2.735042334881639
124,T. quinqueloba,116,0.0443804917590874,0.0705152729886972,7.27729862096063,0.0858614336855185,0.0851029213376013,40,30,9.73240751326084,4.8831087608979,40,143.9,surfsub,hl_ml,7.30081057642805,-0.9931164066246296,2.359017341356931
132,B. digitata,124,0.153999534656334,0.0841284041143651,18.4733749463785,0.0986538191523138,0.125730663933707,11,12,15.9348837679083,5.15269228931486,11,200,sub,ll,18.1992113776713,-0.6442923705671006,-3.6794994880390988
